id_transaccion,monto_usd,hora_operacion,distancia_ubicacion_km,intentos_previos_1h,antiguedad_cliente_meses,dispositivo_nuevo,nivel_riesgo_pais,canal,reclamos_previos,target_fraude
1830,114.34,14,182.6,2,37.7,0,bajo,web,0,0
1831,383.54,22,62.3,1,58.2,1,bajo,web,1,0
1832,18.4,13,375.2,0,1.0,0,medio,app,0,0
1833,61.91,1,78.6,0,37.8,0,bajo,app,1,0
1834,174.69,5,36.5,0,39.2,0,bajo,web,1,0
1835,39.18,16,90.8,1,12.9,0,bajo,pos,0,0
1836,287.45,3,48.8,1,1.0,0,bajo,web,1,0
1837,115.79,21,27.2,2,27.2,0,bajo,web,1,0
1838,109.37,17,21.6,1,42.2,1,bajo,pos,0,1
1839,57.08,1,1.3,1,18.2,0,alto,app,2,0
1840,235.43,22,18.8,2,26.4,1,bajo,app,0,0
1841,69.49,2,73.1,0,4.3,0,bajo,web,1,0
1842,56.67,8,6.0,0,57.6,0,bajo,web,0,0
1843,38.7,3,56.3,0,32.3,1,bajo,app,1,0
1844,24.49,14,3.5,0,24.6,0,medio,web,1,0
1845,,14,156.6,0,30.9,0,bajo,web,0,0
1846,50.05,9,239.0,0,55.2,0,bajo,app,0,0
1847,33.95,16,254.1,1,61.2,0,medio,telefono,0,0
1848,88.21,6,158.6,0,42.1,0,bajo,web,0,0
1849,139.37,18,288.6,2,51.9,0,medio,web,0,0
1850,290.84,11,58.6,0,35.1,0,bajo,pos,0,0
1851,52.33,14,256.0,0,53.6,0,medio,web,0,0
1852,52.89,0,132.6,1,1.0,0,medio,web,1,0
1853,74.35,11,23.7,1,42.9,0,bajo,app,0,0
1854,73.16,15,88.8,0,4.1,0,bajo,web,0,0
1855,114.12,16,254.7,2,27.3,0,medio,pos,0,0
1856,206.29,10,18.7,0,73.1,0,bajo,pos,0,0
1857,101.18,20,131.7,1,34.1,1,bajo,pos,0,0
1858,627.57,12,11.1,0,66.1,0,bajo,app,0,0
1859,337.79,0,288.7,2,62.9,0,bajo,app,0,0
1860,66.05,0,15.5,2,72.6,0,medio,web,0,0
1861,59.01,23,57.6,0,51.3,0,bajo,web,0,0
1862,65.15,0,265.7,0,37.4,0,bajo,web,0,0
1863,38.42,22,348.3,2,1.0,0,bajo,app,0,0
1864,42.96,13,125.8,2,40.2,0,bajo,app,1,0
1865,,19,185.9,1,44.2,0,bajo,web,0,0
1866,295.74,19,30.9,1,23.6,0,medio,app,0,0
1867,84.96,23,79.9,1,74.1,1,bajo,web,1,0
1868,45.72,18,56.7,5,27.1,0,medio,app,0,0
1869,17.55,9,168.9,0,28.6,0,bajo,pos,1,0
1870,124.42,19,184.8,0,31.4,0,alto,app,0,0
1871,126.11,10,140.2,3,1.0,0,bajo,app,0,1
1872,63.39,2,129.2,0,39.3,0,bajo,app,0,0
1873,75.85,21,22.0,2,79.4,1,bajo,web,0,0
1874,163.79,11,318.7,0,23.7,0,bajo,web,0,0
1875,543.64,4,12.5,3,32.7,0,bajo,app,0,0
1876,129.79,6,234.9,0,73.8,0,bajo,app,0,0
1877,172.03,3,62.5,1,16.5,0,alto,web,0,0
1878,60.72,18,112.9,0,1.0,0,bajo,web,0,0
1879,17.01,8,156.3,0,97.2,0,bajo,app,0,0
1880,127.51,2,40.1,1,16.7,1,bajo,telefono,0,0
1881,49.66,14,35.2,0,33.3,0,bajo,app,1,0
1882,37.41,16,176.8,0,63.3,0,medio,web,1,0
1883,33.54,0,3.3,0,31.1,0,bajo,web,0,0
1884,369.97,0,362.3,0,12.1,1,alto,pos,0,1
1885,319.6,20,89.7,1,27.1,1,bajo,web,0,0
1886,15.39,0,3.4,0,25.3,0,bajo,pos,0,0
1887,30.44,3,7.8,0,65.3,0,bajo,app,1,0
1888,7.99,2,70.7,1,4.3,0,bajo,web,0,0
1889,40.2,19,39.2,0,43.4,0,bajo,web,0,0
1890,69.61,23,299.7,2,1.0,1,bajo,web,0,0
1891,11.49,10,72.5,1,40.0,0,medio,app,0,0
1892,90.05,15,12.4,2,63.1,0,bajo,web,0,0
1893,52.6,5,59.4,1,58.9,0,bajo,web,0,0
1894,83.6,9,18.9,0,39.5,0,medio,pos,1,0
1895,254.85,13,94.5,2,40.7,1,bajo,app,0,0
1896,29.97,4,285.9,1,31.9,0,medio,app,0,0
1897,18.49,11,29.4,1,28.1,0,bajo,app,0,0
1898,9.67,14,56.9,2,65.9,0,medio,app,1,0
1899,40.38,18,5.3,1,13.0,0,bajo,app,1,0
1900,45.82,18,116.6,0,33.0,0,bajo,web,0,0
1901,37.52,5,39.7,1,1.0,0,medio,app,0,0
1902,141.21,19,107.7,0,79.5,0,bajo,pos,0,0
1903,535.96,16,36.4,0,53.4,0,bajo,app,0,0
1904,19.66,2,224.4,1,20.6,1,bajo,web,0,1
1905,139.93,12,30.4,1,14.5,0,bajo,app,0,0
1906,126.18,6,105.0,1,80.7,0,bajo,web,0,0
1907,80.14,21,39.8,1,32.4,0,alto,app,0,0
1908,147.09,10,58.9,0,69.7,0,alto,app,0,0
1909,10.91,13,9.8,3,45.5,0,medio,app,1,0
1910,109.1,9,13.8,1,15.9,0,bajo,web,2,0
1911,23.93,20,126.6,0,42.7,0,medio,app,1,0
1912,9.06,5,65.4,0,43.2,0,bajo,app,0,0
1913,328.94,5,8.6,2,36.5,0,medio,pos,1,0
1914,40.38,16,27.0,2,41.7,0,bajo,pos,0,0
1915,34.03,2,137.3,0,44.8,1,bajo,app,2,0
1916,149.0,5,2.6,1,31.2,0,bajo,web,0,0
1917,104.63,20,22.9,0,1.0,0,medio,app,0,0
1918,20.82,13,95.6,1,29.6,0,bajo,web,0,0
1919,88.23,3,25.1,1,14.8,0,bajo,app,1,0
1920,133.47,13,51.3,0,45.9,0,bajo,pos,0,0
1921,108.92,23,56.5,1,46.2,0,bajo,web,0,0
1922,269.84,9,5.0,2,26.3,0,medio,web,2,0
1923,33.91,13,408.0,0,2.5,0,bajo,app,0,0
1924,24.41,22,82.9,2,12.4,0,bajo,web,0,0
1925,21.94,12,96.7,2,22.8,1,bajo,web,0,1
1926,158.56,22,315.8,2,32.3,0,bajo,web,0,0
1927,15.77,5,113.9,1,24.4,0,bajo,web,0,0
1928,61.04,19,3.2,2,30.9,0,bajo,pos,0,0
1929,137.71,18,76.2,1,43.0,0,alto,telefono,0,0
1930,88.46,12,295.3,0,87.5,0,bajo,app,0,0
1931,322.57,16,,0,14.3,0,bajo,web,0,0
1932,70.73,10,70.5,0,39.1,0,bajo,pos,0,0
1933,42.43,18,30.2,2,18.9,0,medio,pos,0,0
1934,454.68,17,316.8,2,39.1,0,bajo,app,1,0
1935,51.88,5,123.1,2,25.6,0,medio,app,1,0
1936,81.21,11,250.3,5,39.7,0,bajo,app,0,1
1937,127.88,23,79.9,1,60.9,0,alto,web,0,0
1938,40.65,17,390.3,2,49.2,0,bajo,app,0,0
1939,353.46,6,48.9,1,34.9,0,bajo,app,1,0
1940,29.8,20,,1,1.0,0,bajo,app,0,0
1941,14.39,17,16.7,2,55.7,0,bajo,web,0,0
1942,34.62,9,56.6,2,8.4,0,bajo,pos,0,0
1943,406.54,14,28.5,0,71.4,0,bajo,web,0,0
1944,28.8,9,3.0,0,35.8,0,medio,web,3,0
1945,28.4,20,50.0,1,83.9,0,bajo,web,2,0
1946,38.54,7,22.8,5,53.3,1,medio,app,1,0
1947,41.45,14,196.7,1,28.0,0,medio,app,0,0
1948,90.09,18,50.1,1,38.3,0,bajo,pos,0,0
1949,8.55,23,137.1,0,63.0,0,bajo,web,1,0
1950,58.94,13,1.7,2,56.9,1,medio,app,0,0
1951,117.19,7,15.1,0,31.2,0,bajo,app,2,1
1952,308.86,2,103.2,0,70.7,0,bajo,web,0,0
1953,114.41,3,6.7,1,44.7,0,bajo,app,0,0
1954,65.11,21,157.8,2,1.2,1,bajo,web,0,0
1955,95.1,22,266.5,1,16.4,0,bajo,web,0,0
1956,75.42,21,100.9,0,52.1,0,medio,web,1,0
1957,119.34,22,7.8,2,24.8,0,bajo,app,0,0
1958,147.63,0,258.6,1,43.7,0,medio,web,1,0
1959,58.46,2,70.3,2,52.8,0,alto,app,0,0
1960,72.58,13,410.6,1,60.8,0,medio,pos,0,0
1961,8.32,23,205.9,0,37.5,0,medio,web,1,0
1962,47.14,8,9.1,1,35.3,1,bajo,pos,1,0
1963,27.31,5,156.9,1,29.8,0,bajo,web,0,0
1964,54.37,16,94.8,1,65.2,0,medio,pos,0,0
1965,41.12,14,16.5,1,43.7,1,bajo,pos,0,0
1966,24.14,8,80.3,1,20.2,1,bajo,pos,0,0
1967,44.79,4,51.5,3,5.6,1,bajo,web,0,1
1968,21.39,1,60.2,0,66.9,0,medio,app,0,0
1969,97.25,17,17.8,0,53.7,0,bajo,web,0,0
1970,84.08,18,51.8,0,32.8,0,bajo,web,0,0
1971,108.92,0,39.3,1,54.9,1,bajo,web,0,0
1972,30.43,4,20.4,4,67.5,0,bajo,web,0,0
1973,34.38,6,242.4,2,27.0,0,bajo,app,0,0
1974,25.18,7,238.7,1,48.5,0,bajo,web,0,0
1975,38.96,1,81.0,0,34.0,0,bajo,app,0,0
1976,20.45,21,382.2,0,48.2,0,medio,web,0,0
1977,36.7,6,26.0,0,57.0,0,bajo,app,0,0
1978,21.39,15,63.3,1,49.1,0,bajo,web,0,0
1979,14.36,23,234.1,1,67.2,0,bajo,pos,0,0
1980,32.26,1,34.5,0,36.1,0,bajo,app,0,0
1981,17.27,1,95.9,0,38.2,0,medio,web,0,0
1982,43.97,12,545.1,1,33.6,1,bajo,pos,0,0
1983,91.11,3,52.1,1,61.2,0,bajo,web,1,0
1984,20.4,23,117.1,2,63.8,0,bajo,app,0,0
1985,213.11,5,30.2,2,47.5,0,medio,pos,1,0
1986,255.4,20,70.6,2,32.0,0,bajo,web,1,0
1987,165.56,1,65.6,4,35.5,0,bajo,app,0,0
1988,22.5,4,86.9,3,38.7,0,medio,app,0,0
1989,191.24,17,41.7,4,41.1,0,bajo,web,1,0
1990,29.93,19,84.9,3,13.4,0,medio,app,0,0
1991,86.65,5,6.4,1,64.0,0,medio,web,0,0
1992,164.81,15,184.7,0,7.4,0,bajo,app,0,0
1993,64.9,3,24.8,2,53.4,0,bajo,web,0,0
1994,15.35,9,263.1,2,58.7,0,bajo,app,0,0
1995,132.56,7,311.7,0,41.1,0,bajo,app,0,0
1996,133.44,20,332.0,1,43.3,0,alto,pos,1,0
1997,91.22,15,17.8,1,25.0,0,bajo,web,0,0
1998,42.78,17,198.5,0,66.8,0,bajo,web,0,0
1999,39.56,4,19.3,0,1.0,0,bajo,web,0,0
2000,105.53,18,98.8,1,38.4,0,bajo,app,0,0
2001,330.77,0,291.4,4,35.2,0,bajo,web,0,0
2002,72.26,6,41.7,1,65.9,0,bajo,telefono,1,0
2003,15.43,23,0.0,2,1.0,0,bajo,web,0,0
2004,194.78,21,13.8,2,14.8,0,bajo,pos,0,0
2005,68.24,20,202.9,1,47.8,1,alto,pos,0,1
2006,114.81,13,204.7,0,35.7,0,bajo,app,0,0
2007,35.45,4,21.7,4,57.2,0,bajo,app,0,0
2008,92.62,18,5.9,1,48.8,0,bajo,app,0,0
2009,16.81,15,129.4,3,23.4,0,medio,app,0,0
2010,86.85,1,185.5,6,65.6,0,bajo,pos,1,1
2011,30.89,0,109.5,3,81.0,0,bajo,web,0,0
2012,51.73,2,18.2,1,1.0,0,bajo,app,0,0
2013,61.84,6,93.2,3,28.7,0,bajo,web,0,0
2014,52.92,10,0.5,1,9.1,0,bajo,app,0,0
2015,34.02,22,76.4,1,34.8,0,bajo,web,0,0
2016,87.24,2,23.1,3,53.5,0,alto,web,0,1
2017,155.56,10,4.9,0,4.0,1,bajo,pos,0,0
2018,43.01,19,130.9,1,59.0,1,bajo,app,0,0
2019,8.21,9,74.2,1,1.0,0,bajo,app,0,0
2020,245.02,17,12.7,4,18.9,0,medio,app,0,0
2021,41.49,2,131.5,1,52.4,0,alto,app,1,0
2022,224.29,19,112.7,1,19.9,1,bajo,web,0,0
2023,10.36,2,268.1,1,25.3,0,bajo,web,0,0
2024,104.91,1,224.1,1,68.0,0,bajo,app,0,0
2025,49.98,6,227.6,4,19.8,0,bajo,web,0,0
2026,99.79,23,37.2,1,17.4,0,bajo,web,0,0
2027,205.77,23,51.0,1,56.6,0,bajo,pos,0,0
2028,38.45,18,,5,29.6,0,bajo,app,0,0
2029,34.79,23,3.1,1,37.9,0,bajo,app,0,0
2030,65.16,19,118.6,1,41.7,0,bajo,web,0,0
2031,60.4,4,48.3,1,20.5,0,bajo,web,0,0
2032,28.57,19,180.4,0,27.0,1,bajo,web,0,0
2033,24.02,5,35.1,0,26.6,0,medio,web,0,0
2034,128.92,16,520.4,3,40.8,1,bajo,web,1,0
2035,123.2,3,49.0,4,42.9,0,medio,web,2,1
2036,33.56,8,53.3,0,66.3,0,bajo,web,0,0
2037,52.75,16,12.2,1,32.4,0,bajo,web,1,0
2038,349.93,8,80.5,1,16.2,0,bajo,pos,1,0
2039,74.26,1,40.6,2,42.5,1,bajo,pos,0,0
2040,145.7,17,135.3,4,36.5,0,bajo,app,0,0
2041,186.86,22,12.3,1,36.6,0,bajo,web,0,0
2042,51.21,12,89.6,0,44.2,0,medio,web,0,0
2043,55.6,5,125.7,2,17.6,0,bajo,web,1,0
2044,186.77,16,41.3,1,24.0,1,bajo,web,1,0
2045,92.48,7,41.2,4,69.3,0,bajo,app,0,0
2046,203.35,13,46.8,1,47.9,1,bajo,app,1,0
2047,80.98,22,80.3,1,14.3,0,medio,pos,0,0
2048,7.2,11,84.7,0,28.9,0,bajo,web,0,0
2049,18.54,16,83.0,2,38.3,0,alto,app,0,0
2050,70.15,22,102.9,0,57.7,1,alto,pos,0,0
2051,222.29,4,134.6,2,9.9,1,bajo,app,0,1
2052,39.23,14,30.5,2,51.3,0,bajo,app,0,0
2053,17.79,21,61.9,0,48.8,1,bajo,app,0,0
2054,162.14,6,348.4,0,66.0,0,bajo,pos,0,0
2055,42.17,9,12.0,0,39.4,0,bajo,app,1,0
2056,68.23,11,31.1,1,34.2,0,bajo,app,0,0
2057,23.64,8,150.6,0,33.0,0,bajo,web,0,0
2058,23.29,1,2.9,1,25.8,1,bajo,web,0,0
2059,30.62,2,65.2,2,56.5,0,medio,app,0,0
2060,82.97,14,18.7,1,42.6,0,medio,app,0,0
2061,43.79,18,65.3,0,34.6,0,medio,web,0,0
2062,117.47,22,433.9,1,54.4,0,bajo,app,1,0
2063,133.86,16,28.8,1,42.1,0,bajo,web,0,0
2064,80.76,8,371.8,4,52.6,0,bajo,pos,0,0
2065,97.86,23,86.1,0,44.0,0,bajo,app,1,0
2066,58.57,9,337.1,1,82.1,0,bajo,web,0,0
2067,278.73,12,236.9,2,40.8,0,medio,web,0,0
2068,58.05,12,101.5,1,57.6,0,medio,app,0,0
2069,190.63,19,32.5,1,64.6,0,bajo,web,0,0
2070,206.59,0,116.1,1,26.1,0,bajo,app,0,0
2071,25.42,1,98.0,1,27.3,1,medio,pos,0,1
2072,104.17,20,95.9,0,41.8,0,bajo,app,0,0
2073,133.05,21,25.2,2,67.0,0,bajo,app,1,0
2074,23.92,21,24.7,3,92.8,0,bajo,web,2,0
2075,191.26,11,160.2,2,73.0,0,bajo,pos,0,0
2076,20.47,10,180.9,4,59.9,0,bajo,app,1,0
2077,144.87,9,12.4,2,25.8,0,medio,app,0,0
2078,14.45,12,31.4,2,1.3,0,bajo,app,0,0
2079,214.2,23,128.9,1,5.8,0,bajo,app,1,0
2080,41.38,8,20.3,2,27.2,0,medio,app,1,1
2081,184.75,20,81.5,0,1.0,0,alto,web,0,1
2082,95.24,5,75.9,1,33.9,1,medio,web,0,0
2083,8.03,13,165.0,0,12.6,0,bajo,app,0,0
2084,39.65,0,49.7,1,30.3,0,medio,web,0,0
2085,146.85,14,62.5,1,36.4,0,bajo,pos,1,0
2086,56.51,15,35.7,2,18.9,0,bajo,telefono,0,0
2087,79.01,17,174.6,0,24.9,1,bajo,app,2,0
2088,16.09,22,92.9,1,59.5,0,bajo,pos,1,0
2089,137.44,11,16.9,1,53.8,0,bajo,app,1,0
2090,153.06,5,36.7,1,45.2,0,medio,app,2,0
2091,9.58,11,4.8,1,12.7,0,bajo,app,1,0
2092,26.21,12,6.5,2,23.1,1,medio,app,0,0
2093,120.57,14,50.2,0,52.1,0,medio,web,2,0
2094,128.55,22,220.0,1,21.6,1,bajo,app,1,0
2095,18.23,15,12.8,3,43.3,0,bajo,web,0,0
2096,31.45,11,34.3,0,44.6,0,bajo,app,1,0
2097,205.27,23,62.6,0,22.7,0,alto,app,1,0
2098,71.64,15,123.3,2,37.6,0,bajo,app,1,0
2099,161.29,6,194.9,0,29.7,0,medio,web,0,0
2100,6.01,13,25.6,0,38.6,0,bajo,web,1,0
2101,43.62,15,713.5,2,31.6,1,medio,app,0,0
2102,632.49,19,84.1,1,55.4,0,medio,app,0,0
2103,13.47,14,12.2,2,50.2,1,bajo,app,0,0
2104,56.15,18,330.8,1,60.6,0,bajo,pos,0,0
2105,77.54,5,19.2,1,7.1,0,bajo,app,0,0
2106,76.61,1,211.8,3,43.0,0,alto,web,2,1
2107,16.57,9,16.7,1,35.4,0,medio,app,0,0
2108,67.96,9,8.1,1,19.3,0,bajo,app,0,0
2109,40.32,16,,1,54.4,0,bajo,app,0,0
2110,216.02,21,137.9,2,19.9,1,alto,web,0,1
2111,12.47,4,13.7,1,25.9,0,bajo,pos,1,0
2112,41.06,5,76.0,2,19.8,0,bajo,app,0,0
2113,12.14,5,4.7,0,30.9,1,bajo,web,0,0
2114,229.87,12,162.2,0,15.8,0,bajo,web,0,0
2115,82.17,2,449.5,1,45.7,0,bajo,web,0,0
2116,44.57,6,52.2,1,18.5,1,bajo,app,0,0
2117,50.13,21,224.3,1,30.6,0,bajo,web,1,0
2118,134.4,1,9.3,1,35.8,0,medio,web,0,0
2119,30.88,1,95.8,1,47.0,0,medio,app,0,0
2120,21.85,14,66.6,0,23.8,0,bajo,app,0,0
2121,254.82,4,218.6,1,52.8,0,bajo,app,0,0
2122,50.87,7,66.8,2,74.0,0,alto,web,1,0
2123,61.23,0,59.8,0,35.3,0,bajo,web,0,0
2124,26.65,14,18.6,1,18.1,1,bajo,app,0,0
2125,30.3,14,55.4,1,32.5,0,bajo,web,0,0
2126,179.28,17,45.9,0,35.6,0,alto,web,0,0
2127,31.96,13,206.7,0,9.0,0,bajo,pos,1,0
2128,153.54,4,78.3,1,39.5,0,bajo,web,0,0
2129,175.76,19,153.9,3,28.3,0,bajo,web,0,0
2130,14.26,11,73.9,0,16.4,0,bajo,web,0,0
2131,88.97,12,214.1,2,61.5,0,bajo,app,0,0
2132,50.8,5,33.7,2,62.7,0,medio,web,0,0
2133,19.6,13,67.7,3,73.3,0,bajo,app,0,0
2134,111.2,4,6.5,2,16.4,0,medio,web,0,0
2135,184.67,21,91.6,1,100.9,0,bajo,pos,1,0
2136,83.62,0,208.5,1,37.1,1,bajo,app,0,1
2137,86.4,15,791.9,2,37.1,0,medio,web,2,0
2138,28.15,19,40.0,0,22.0,0,bajo,web,0,0
2139,43.85,13,272.2,1,1.0,0,bajo,app,0,0
2140,117.07,9,10.0,3,13.6,0,bajo,app,0,0
2141,135.4,20,5.1,0,61.6,1,bajo,app,0,0
2142,185.33,0,276.9,1,25.0,0,medio,pos,0,0
2143,106.77,9,167.5,1,17.6,0,bajo,app,1,0
2144,519.74,3,66.5,0,32.3,0,bajo,web,0,0
2145,25.98,3,44.4,1,21.2,0,medio,app,0,0
2146,36.32,2,280.8,1,60.7,0,bajo,telefono,0,0
2147,120.13,23,42.9,0,22.1,0,medio,web,0,0
2148,120.48,13,37.0,2,41.5,0,bajo,app,0,0
2149,38.22,3,58.2,1,61.1,0,bajo,app,1,0
2150,157.94,16,62.1,1,46.9,0,bajo,pos,0,0
2151,137.09,22,64.1,0,3.3,0,bajo,web,1,0
2152,18.12,1,121.4,2,19.9,0,bajo,app,0,0
2153,46.19,11,38.9,2,33.1,0,medio,app,0,0
2154,30.92,4,63.9,0,44.6,0,bajo,app,0,0
2155,30.76,7,44.2,3,56.2,0,bajo,app,0,0
2156,38.55,2,163.8,1,40.0,0,medio,app,0,0
2157,379.25,7,28.6,1,46.0,0,bajo,web,0,0
2158,247.96,2,145.3,2,30.1,0,bajo,telefono,0,0
2159,43.28,0,124.8,2,17.7,0,medio,pos,0,0
2160,53.23,0,99.4,1,30.1,0,bajo,web,1,0
2161,43.71,20,444.1,3,51.1,0,bajo,app,0,0
2162,3.0,23,10.7,0,20.9,0,bajo,app,0,0
2163,136.15,17,432.6,1,51.0,1,bajo,web,1,0
2164,31.68,7,2.1,2,29.2,0,bajo,pos,0,0
2165,184.65,13,20.7,1,44.3,0,medio,web,0,0
2166,443.56,18,245.7,1,57.6,0,bajo,app,0,0
2167,216.98,15,110.7,2,82.8,0,bajo,app,0,0
2168,72.23,13,96.9,1,61.2,0,bajo,web,0,0
2169,156.32,16,13.6,1,47.8,1,bajo,app,2,0
2170,20.95,2,1.7,3,60.9,0,bajo,app,0,0
2171,39.5,7,304.2,0,43.0,0,bajo,pos,0,0
2172,131.17,7,116.3,1,33.6,0,bajo,app,1,0
2173,68.12,20,55.7,0,51.7,0,bajo,app,0,0
2174,,18,282.9,0,32.6,0,bajo,app,0,0
2175,95.82,7,18.2,1,36.1,1,bajo,app,1,0
2176,249.95,22,59.8,2,26.0,0,bajo,telefono,1,0
2177,63.44,13,11.5,1,21.7,0,bajo,web,0,0
2178,94.1,5,222.8,3,64.2,0,medio,app,0,0
2179,42.54,6,13.4,2,47.0,0,medio,telefono,1,0
2180,46.78,12,176.9,0,37.1,0,bajo,telefono,1,0
2181,194.8,21,48.8,3,4.0,0,medio,web,0,0
2182,133.46,5,126.7,2,65.2,0,medio,web,0,0
2183,60.52,23,86.8,1,31.8,0,bajo,web,0,0
2184,29.83,13,81.6,1,35.5,0,medio,web,0,0
2185,36.02,6,114.1,2,18.8,0,medio,web,0,0
2186,90.07,6,126.9,1,20.6,0,medio,app,0,0
2187,156.03,1,21.8,0,31.4,0,alto,pos,0,0
2188,16.08,17,238.0,1,77.0,0,medio,pos,0,0
2189,27.85,8,308.3,2,19.9,0,bajo,web,1,0
2190,61.08,20,51.6,2,1.0,0,medio,app,0,0
2191,28.9,22,80.3,0,32.0,0,bajo,web,2,0
2192,26.48,21,179.1,1,17.1,1,bajo,app,0,0
2193,29.07,17,41.6,0,31.4,1,bajo,app,0,0
2194,30.57,17,138.2,0,26.4,0,bajo,pos,0,0
2195,107.72,19,7.3,0,14.9,1,bajo,app,0,0
2196,197.59,3,2.0,0,11.1,1,medio,web,0,1
2197,5.17,18,38.0,0,45.1,0,medio,app,2,0
2198,57.1,1,37.3,3,15.5,0,medio,web,1,0
2199,9.76,1,172.4,1,10.6,0,medio,web,0,0
2200,316.81,13,784.2,1,1.0,0,bajo,web,0,1
