id_maquina,temperatura_motor_c,vibracion_mm_s,presion_hidraulica_bar,horas_operacion,ciclos_acumulados,humedad_ambiente_pct,ruido_db,turno,linea_produccion,target_falla_30d
1579,61.1,2.66,86.3,8224,91093,58.5,73.3,B,L3,0
1580,64.51,1.63,93.5,7758,81025,39.3,70.1,A,L3,0
1581,53.91,5.76,83.6,1805,37280,55.2,78.3,A,L4,0
1582,65.01,5.06,66.2,6199,80214,53.7,75.9,B,L3,0
1583,73.91,2.63,63.2,3559,35829,55.2,78.2,B,L1,0
1584,83.83,1.42,83.6,3361,69829,43.8,62.9,A,L1,0
1585,79.57,4.45,79.3,852,114409,34.2,70.7,B,L3,1
1586,77.94,5.08,64.6,7304,92014,59.8,63.6,A,L2,0
1587,65.57,2.87,94.8,5724,68480,9.0,64.7,C,L1,0
1588,83.58,3.3,90.2,3063,28891,82.9,74.4,B,L2,1
1589,81.47,2.58,102.5,1100,116883,59.1,62.8,A,L2,1
1590,66.1,3.72,76.2,2371,37756,54.3,72.8,B,L1,0
1591,65.91,2.31,65.4,6598,8392,53.4,63.1,A,L2,0
1592,55.93,3.66,110.4,5049,108494,51.6,77.1,C,L3,1
1593,50.45,2.14,111.3,1448,30408,35.5,72.8,C,L3,0
1594,66.19,5.23,77.5,1303,5790,58.2,62.6,C,L3,0
1595,48.13,4.02,75.3,1657,93146,44.0,77.4,A,L1,0
1596,70.28,1.94,89.6,3990,52233,54.6,82.3,A,L4,0
1597,68.97,2.63,80.4,7613,39298,56.5,91.5,A,L1,0
1598,65.54,1.77,92.1,6814,22004,56.9,63.8,C,L4,0
1599,56.66,2.43,86.1,8118,93279,66.0,67.4,B,L3,0
1600,62.17,5.25,98.2,4024,32070,7.0,80.6,C,L4,0
1601,62.09,1.69,69.6,7219,107988,42.6,74.0,B,L4,0
1602,61.82,3.91,85.2,8777,108876,44.4,71.1,B,L3,0
1603,67.72,2.54,95.3,5821,49678,50.0,69.1,A,L2,0
1604,63.86,2.68,87.4,4335,62334,25.2,65.5,A,L4,0
1605,71.21,1.95,101.8,692,58490,56.9,81.0,B,L3,0
1606,70.4,4.02,92.0,657,79585,58.1,69.5,B,L3,0
1607,64.84,4.84,97.1,6322,8474,13.3,74.7,C,L3,0
1608,75.05,0.88,83.2,4303,99765,66.9,69.8,A,L1,0
1609,80.45,3.28,102.1,5978,15266,87.2,61.7,C,L2,1
1610,57.79,3.32,62.5,6670,29884,55.5,77.8,B,L1,0
1611,53.43,2.3,83.4,4234,32244,46.6,64.4,B,L3,0
1612,69.14,1.89,95.7,8138,58101,54.7,67.0,B,L3,0
1613,75.09,3.67,86.4,5213,47217,27.8,69.1,A,L2,0
1614,59.61,1.56,78.9,5593,25446,41.5,75.6,A,L4,0
1615,69.44,8.63,99.8,1999,9293,33.9,67.2,B,L2,0
1616,57.78,5.31,99.4,712,67487,13.7,63.2,C,L3,0
1617,62.52,4.21,87.0,4306,40151,17.4,86.0,A,L1,0
1618,57.95,3.17,87.0,2439,88879,43.4,71.8,B,L4,0
1619,67.22,2.45,89.0,2643,119162,83.4,80.2,A,L3,1
1620,46.59,1.8,82.4,6651,28473,56.9,76.1,C,L2,0
1621,60.57,7.53,84.0,8520,12950,46.6,77.2,A,L1,0
1622,81.11,4.14,83.3,5177,16758,64.6,78.5,B,L1,0
1623,61.63,2.75,81.6,3793,105458,46.2,79.4,C,L1,0
1624,73.93,1.36,78.1,811,26093,21.7,73.5,C,L2,0
1625,72.67,2.14,93.0,8095,64615,48.3,68.8,A,L4,0
1626,83.77,5.75,81.8,2042,76445,44.7,73.3,A,L2,0
1627,77.54,4.06,90.9,6822,68400,36.6,68.8,A,L1,0
1628,79.38,1.72,81.8,793,53352,44.6,72.3,C,L3,0
1629,50.38,4.48,82.7,8099,98854,37.5,82.5,A,L2,0
1630,49.52,1.48,67.4,6834,27961,61.8,73.1,B,L1,0
1631,84.93,3.72,70.5,4326,60454,35.2,75.5,A,L3,1
1632,77.7,1.79,83.9,2435,46918,49.2,71.0,A,L4,0
1633,44.23,3.42,83.0,2018,68040,48.4,74.6,C,L2,0
1634,75.39,3.3,99.4,6873,67033,61.7,66.4,A,L3,0
1635,63.47,2.44,74.4,3021,49888,32.1,59.9,B,L2,0
1636,79.02,2.93,97.9,7496,74823,32.6,72.6,B,L2,0
1637,88.9,3.4,96.6,6649,64411,49.3,65.1,B,L4,1
1638,83.56,1.09,87.2,541,106650,53.1,81.6,B,L1,0
1639,44.23,0.73,91.0,1178,42973,9.8,75.7,B,L1,0
1640,59.71,2.68,87.5,5133,110397,23.7,59.7,C,L2,0
1641,59.86,4.12,78.6,1921,94779,37.1,74.4,C,L2,0
1642,64.35,6.53,80.4,4432,116984,71.6,64.9,A,L1,1
1643,88.07,2.13,80.9,5671,36943,62.4,68.5,B,L4,0
1644,57.39,2.1,89.0,1671,73906,53.6,59.4,C,L1,0
1645,82.37,1.72,89.3,1887,17861,36.8,61.8,C,L1,0
1646,48.33,2.43,75.8,993,62652,38.5,79.6,A,L2,0
1647,51.93,4.92,78.5,411,59531,65.3,64.0,A,L4,0
1648,77.13,2.03,77.8,8545,110173,44.8,91.1,C,L4,0
1649,87.9,2.78,95.3,5434,77576,41.8,66.4,A,L1,0
1650,62.33,4.78,84.9,7046,42965,62.7,77.5,A,L3,0
1651,63.28,2.32,85.6,1235,107553,67.6,81.5,A,L1,1
1652,55.94,2.66,72.0,6908,11843,51.6,62.4,A,L1,0
1653,60.22,1.73,77.0,3886,62498,18.4,70.4,C,L2,0
1654,67.42,4.87,71.0,689,67078,31.3,72.0,A,L2,0
1655,54.64,2.9,101.0,5501,43468,40.6,67.0,A,L1,0
1656,64.2,2.35,72.7,6368,33309,48.4,63.7,B,L4,0
1657,74.46,1.98,71.3,7302,101176,44.6,63.0,B,L1,0
1658,70.21,1.39,86.5,805,38022,55.8,65.6,A,L4,0
1659,64.36,6.6,,5108,4793,55.5,69.2,A,L3,0
1660,64.49,3.44,80.8,7150,89307,62.7,68.4,B,L3,0
1661,60.05,3.79,93.8,2501,89976,56.0,78.3,B,L2,0
1662,73.96,2.34,70.8,5384,29004,39.4,74.0,C,L1,0
1663,73.97,2.64,86.0,2201,81642,55.6,75.3,A,L2,0
1664,51.36,2.16,74.4,1940,33499,48.8,72.5,B,L3,0
1665,61.35,3.03,87.2,2732,55622,29.5,83.5,A,L2,0
1666,56.29,2.24,83.5,2052,85699,54.8,60.9,A,L3,0
1667,70.41,2.45,67.2,7474,119135,37.7,74.6,A,L1,1
1668,66.07,6.18,92.4,2566,95125,62.7,82.6,A,L1,1
1669,82.69,1.88,78.7,3991,56475,83.3,72.2,A,L4,0
1670,78.55,4.06,80.5,8467,72324,39.2,73.6,B,L4,1
1671,80.72,1.92,94.6,3685,73380,30.9,80.3,B,L1,0
1672,67.28,8.49,70.9,937,64885,29.6,70.1,B,L4,1
1673,53.26,4.67,81.3,7521,112923,85.0,64.9,B,L3,0
1674,71.22,3.54,71.7,8694,70027,64.8,70.8,B,L2,1
1675,65.48,2.25,70.0,2984,32262,25.6,74.6,C,L1,0
1676,67.01,2.31,78.9,4241,18253,42.4,81.3,B,L4,0
1677,66.78,3.38,67.3,7401,80819,52.5,79.7,B,L4,1
1678,77.19,2.14,105.5,2405,97879,17.9,65.6,B,L1,1
1679,58.69,3.51,87.2,939,70113,55.3,66.3,A,L4,0
1680,43.74,3.26,81.1,1387,61354,72.2,80.0,C,L2,0
1681,96.41,3.21,89.0,3369,118211,25.6,70.5,C,L4,1
1682,67.85,1.77,86.1,989,116450,36.8,84.3,B,L2,0
1683,78.07,5.14,81.2,7849,62977,57.2,75.4,C,L3,1
1684,78.95,5.29,87.5,2111,116537,73.6,71.8,A,L1,0
1685,66.69,4.39,77.9,3662,103973,52.2,70.9,A,L1,0
1686,71.84,9.93,104.0,1078,98313,43.2,72.2,A,L2,1
1687,83.5,3.17,93.8,8839,22014,26.0,69.3,C,L1,0
1688,65.99,2.3,98.5,2812,92447,65.5,66.2,B,L1,0
1689,76.01,3.43,86.7,6374,96659,49.3,57.3,B,L1,0
1690,69.74,3.67,91.3,7336,72467,95.0,75.1,A,L4,0
1691,71.21,3.06,98.9,8355,2130,78.3,59.2,B,L4,0
1692,64.03,2.35,76.5,7230,82068,71.2,73.2,B,L1,1
1693,71.11,3.31,78.9,1434,46040,44.0,82.5,A,L3,0
1694,53.58,6.06,94.2,7324,40033,82.6,67.8,B,L2,0
1695,62.15,5.96,93.3,3098,73223,57.5,93.6,A,L1,1
1696,72.53,1.93,75.9,6398,63109,44.9,68.4,A,L1,0
1697,66.63,1.71,80.8,7664,19501,84.8,79.1,B,L3,0
1698,68.35,6.6,94.8,3001,116986,52.1,71.1,A,L2,1
1699,59.09,2.46,80.9,3224,89763,36.3,72.8,A,L4,0
1700,70.94,4.36,110.4,2864,17524,71.2,74.2,A,L3,0
1701,66.73,3.52,103.7,7381,40573,43.6,79.2,B,L1,0
1702,94.43,4.88,85.6,821,2665,41.6,66.2,B,L2,0
1703,67.03,6.26,65.7,5986,59891,50.4,80.8,A,L3,1
1704,55.17,3.98,96.5,2091,73539,24.8,67.8,C,L1,0
1705,60.03,2.74,84.1,6142,27007,59.5,73.8,C,L4,0
1706,78.12,2.43,75.4,695,63548,47.6,68.7,B,L2,0
1707,56.68,1.57,78.3,8235,25512,65.4,87.7,A,L1,0
1708,72.41,3.11,74.1,1322,65437,36.5,67.6,B,L4,0
1709,64.27,3.0,115.0,6154,114239,70.3,70.2,B,L3,0
1710,42.08,3.06,91.9,5572,50938,66.5,55.9,A,L1,0
1711,94.27,2.6,106.6,3138,37010,39.0,75.9,A,L2,0
1712,48.19,6.31,90.8,1236,91571,65.0,73.5,B,L1,0
1713,79.81,12.0,73.9,6511,24970,74.5,69.5,B,L3,1
1714,71.41,2.17,100.7,6037,64673,71.2,80.8,B,L1,1
1715,77.24,2.15,76.2,3699,118902,37.5,69.2,B,L2,0
1716,69.79,3.14,93.0,1491,81288,12.5,77.1,C,L1,0
1717,65.49,3.41,83.0,208,58053,55.9,65.2,A,L4,0
1718,66.8,1.71,91.6,1339,20745,33.6,71.6,A,L4,0
1719,66.2,1.99,91.8,7804,92169,66.8,70.5,B,L1,1
1720,74.44,3.23,109.1,8949,77769,46.7,65.4,B,L1,0
1721,78.25,4.03,79.0,8533,84365,69.7,71.9,C,L2,1
1722,80.8,4.47,83.7,4857,26570,22.6,80.9,B,L1,0
1723,57.33,3.31,80.7,8234,45004,53.6,63.6,C,L2,0
1724,68.6,3.26,87.9,2512,11566,24.9,70.8,A,L1,0
1725,70.94,2.43,97.6,2279,9612,66.6,63.2,A,L4,0
1726,62.36,1.3,69.5,819,44111,33.7,72.5,C,L1,0
1727,88.05,5.73,,6022,26485,35.1,63.9,A,L3,0
1728,63.51,2.17,74.8,1919,113884,70.1,81.3,B,L2,0
1729,73.91,1.79,,3027,103893,52.9,75.1,A,L1,0
1730,68.67,5.08,83.8,8779,87696,34.5,66.6,A,L1,0
1731,84.16,4.08,77.4,1629,98384,59.0,60.4,B,L1,0
1732,68.77,3.24,92.0,3156,26880,53.8,79.1,A,L1,0
1733,57.05,2.13,76.2,8427,22335,35.0,77.9,B,L3,0
1734,70.77,3.62,78.2,6470,116508,27.4,81.3,A,L3,0
1735,64.38,2.06,87.7,8894,34676,38.5,54.3,A,L1,0
1736,71.91,3.03,79.1,5027,100638,46.5,56.5,B,L3,0
1737,101.3,3.29,84.9,6333,4127,58.3,70.5,B,L3,0
1738,72.81,2.26,77.2,2296,7252,31.3,66.6,C,L2,0
1739,74.38,4.37,74.5,4303,77399,66.8,77.6,B,L3,0
1740,80.02,1.79,73.1,7433,13217,49.9,61.4,A,L4,0
1741,60.94,4.33,88.0,3926,30396,65.6,67.2,A,L4,0
1742,72.57,2.65,77.5,8351,84226,51.3,82.5,A,L4,1
1743,60.38,1.97,75.2,5472,15701,57.7,63.4,A,L2,0
1744,65.08,4.79,89.6,7455,29569,53.2,76.5,A,L4,0
1745,75.07,3.5,98.8,6103,46076,21.8,80.2,B,L2,0
1746,77.97,3.09,98.8,938,89753,53.8,82.6,B,L4,0
1747,58.88,7.21,82.8,1793,100988,43.5,58.9,B,L2,0
1748,62.6,3.33,72.3,6801,78492,61.0,72.7,C,L4,1
1749,74.76,4.17,97.3,1444,37223,40.4,66.3,B,L3,0
1750,56.47,1.83,94.4,5735,106101,54.8,70.7,C,L1,0
1751,57.42,2.45,98.9,7438,106320,15.7,68.1,A,L1,0
1752,75.73,2.13,95.7,6354,7318,25.5,64.4,C,L4,0
1753,72.47,4.13,89.5,8722,89119,53.6,70.1,C,L1,1
1754,79.99,2.53,92.3,4575,32452,42.9,63.6,B,L4,0
1755,76.99,2.7,76.7,2967,53421,25.9,87.1,C,L4,0
1756,63.59,6.82,67.3,4884,58787,59.4,61.5,C,L2,0
1757,72.57,4.52,82.8,6344,99790,44.5,63.3,C,L3,0
1758,72.13,2.68,92.7,2691,35357,28.7,64.7,A,L3,0
1759,56.17,6.16,98.4,7165,104343,46.0,70.2,C,L2,0
1760,74.66,1.49,85.6,7005,100875,37.7,68.6,A,L3,0
1761,65.21,2.34,86.4,2580,63632,61.6,63.5,A,L1,0
1762,56.49,6.05,68.9,4342,56643,46.3,65.1,A,L1,0
1763,73.37,4.28,85.5,8637,106486,24.8,80.6,B,L1,0
1764,76.07,2.74,71.0,4287,40270,38.2,72.8,C,L2,0
1765,76.72,2.68,88.2,1485,35963,70.5,69.1,C,L3,0
1766,56.74,8.32,89.9,1476,30039,54.1,66.2,A,L2,0
1767,74.62,3.17,87.8,725,81284,44.7,76.3,B,L2,0
1768,61.07,3.31,81.8,5562,79110,69.5,52.4,B,L3,0
1769,70.53,1.65,80.0,6111,25065,20.4,64.6,A,L4,0
1770,67.89,1.97,87.4,2578,39381,54.0,84.7,C,L3,0
1771,68.76,2.04,,4386,1800,11.5,67.1,A,L4,0
1772,60.81,4.67,91.5,6667,39818,42.8,79.7,C,L2,0
1773,68.11,2.72,120.2,4528,25350,41.8,70.8,B,L1,0
1774,77.87,3.19,114.5,7831,59734,17.8,74.2,B,L2,0
1775,55.07,1.85,87.2,8300,85557,33.5,78.5,B,L2,0
1776,55.65,1.41,89.5,2793,5701,65.2,79.0,A,L3,0
1777,,1.84,105.1,992,11399,46.1,61.9,B,L1,0
1778,76.43,3.92,97.8,7626,62132,77.4,64.5,C,L4,1
1779,61.59,3.26,84.6,6666,26760,67.7,58.1,A,L4,0
1780,83.82,2.74,89.1,805,98240,58.5,74.5,B,L3,0
1781,72.39,,71.7,6074,110872,50.2,72.1,B,L1,0
1782,81.86,3.14,93.4,7606,114551,24.4,73.9,B,L4,1
1783,63.94,2.72,79.9,4131,93508,32.0,77.6,A,L2,0
1784,59.18,4.46,104.3,2804,36524,63.1,62.5,A,L3,0
1785,94.3,2.11,93.6,6917,93805,33.3,80.8,C,L2,1
1786,65.31,3.94,81.4,3721,64649,35.8,84.3,C,L1,0
1787,59.28,3.08,85.4,6873,34379,60.6,59.7,B,L1,0
1788,68.73,8.27,82.7,5899,44240,50.0,58.8,A,L3,0
1789,49.47,2.05,83.8,7129,15071,74.6,62.7,C,L1,0
1790,65.19,3.31,85.1,2454,13950,43.8,64.4,B,L3,0
1791,62.25,1.96,81.7,6338,109773,42.4,73.3,B,L3,0
1792,74.77,2.79,80.3,4821,113733,43.6,87.0,B,L2,0
1793,73.76,3.01,112.3,1231,114664,29.4,72.4,B,L2,0
1794,71.92,1.99,103.9,3991,28384,37.4,71.3,C,L4,0
1795,78.51,4.12,98.6,1811,93415,40.7,80.2,A,L1,0
1796,61.36,5.14,92.1,8400,22972,49.6,69.1,B,L2,0
1797,59.53,1.85,85.6,8362,48726,38.1,60.1,A,L4,0
1798,68.07,4.13,91.7,1588,7343,71.7,55.0,A,L3,0
1799,55.8,5.04,90.6,667,103929,36.8,74.7,C,L1,0
1800,76.52,2.98,78.0,2586,20434,38.7,69.9,A,L1,0
